header,title,published,summary,link,id,com_or_sub
3:0-Sieg gegen Schlusslicht,Auch ohne Cabral: Basel gewinnt in Luzern,2022-01-30 18:39:00+00:00,Der FC Basel schlägt Luzern zum Auftakt in die Rückrunde der Super League auswärts mit … 3:0-Sieg gegen Schlusslicht Luzern bleibt der FCB im Gleichschritt mit …,https://www.srf.ch/sport/fussball/super-league/3-0-sieg-gegen-schlusslicht-auch-ohne-cabral-basel-gewinnt-in-luzern,https://www.srf.ch/sport/fussball/super-league/3-0-sieg-gegen-schlusslicht-auch-ohne-cabral-basel-gewinnt-in-luzern,sub
Der Abstieg droht,Der FC Luzern hat in der Rückrunde nur ein Ziel,2022-01-28 17:52:00+00:00,Neo-Trainer Mario Frick startet mit dem FC Luzern am Sonntag gegen Basel in … Rolle.» Komplett neu ist die Situation in Luzern derweil nicht. Schon in der letzten …,https://www.srf.ch/sport/fussball/super-league/der-abstieg-droht-der-fc-luzern-hat-in-der-rueckrunde-nur-ein-ziel,https://www.srf.ch/sport/fussball/super-league/der-abstieg-droht-der-fc-luzern-hat-in-der-rueckrunde-nur-ein-ziel,sub
News aus dem Fussball,Luzern holt weiteren Verteidiger – Renzetti-Nachfolger gewählt,2022-01-26 10:05:00+00:00,Das Super-League-Schlusslicht Luzern verstärkt seine Innenverteidigung mit einem Neu …,https://www.srf.ch/sport/fussball/super-league/news-aus-dem-fussball-luzern-holt-weiteren-verteidiger-renzetti-nachfolger-gewaehlt,https://www.srf.ch/sport/fussball/super-league/news-aus-dem-fussball-luzern-holt-weiteren-verteidiger-renzetti-nachfolger-gewaehlt,sub
Luzerner Stadtrat winkt ab,Dem Regenbogen-Veloweg steht das Gesetz im Weg,2022-01-25 11:40:00+00:00,Die Luzerner Grünen wollen einen Regenbogen-Weg als Zeichen für Toleranz. Nur: Das Gesetz … Vorbild der Luzerner Grünen ist die niederländische Universität Utrecht. Dort gibt es seit letztem Sommer …,https://www.srf.ch/news/schweiz/luzerner-stadtrat-winkt-ab-dem-regenbogen-veloweg-steht-das-gesetz-im-weg,https://www.srf.ch/news/schweiz/luzerner-stadtrat-winkt-ab-dem-regenbogen-veloweg-steht-das-gesetz-im-weg,sub
Abstimmung Kanton Luzern,Soll Luzern das Millionendefizit in der Spitalkasse decken?,2022-01-20 17:20:00+00:00,Wegen Corona schrieb das Luzerner Kantonsspital 2020 grosse Verluste. Nun stimmt Luzern darüber ab … Der Kanton Luzern als Eigner des Luzerner Kantonsspitals will deshalb das Aktienkapital …,https://www.srf.ch/news/abstimmungen-13-februar-2022/abstimmung-kanton-luzern-soll-luzern-das-millionendefizit-in-der-spitalkasse-decken,https://www.srf.ch/news/abstimmungen-13-februar-2022/abstimmung-kanton-luzern-soll-luzern-das-millionendefizit-in-der-spitalkasse-decken,sub
Abstimmung Stadt Luzern,Fast 20 Millionen für eine Velostation?,2022-01-20 15:57:00+00:00,… sagt Marta Lehmann vom Verkehrsclub VCS Luzern. Die hohen Kosten seien eine Folge der …,https://www.srf.ch/news/abstimmungen-13-februar-2022/abstimmung-stadt-luzern-fast-20-millionen-fuer-eine-velostation,https://www.srf.ch/news/abstimmungen-13-februar-2022/abstimmung-stadt-luzern-fast-20-millionen-fuer-eine-velostation,sub
Luzerner Kapellbrücke,Neuer Halt für altes Wahrzeichen,2022-01-18 15:16:00+00:00,Sie ist eines der meistfotografierten Sujets Luzerns – ja der Schweiz: die Kapellbrücke mit Wasserturm … und könnten brechen. Das hat die Stadt Luzern bei einem der regelmässigen Kontrolltauchgänge entdeckt …,https://www.srf.ch/news/schweiz/luzerner-kapellbruecke-neuer-halt-fuer-altes-wahrzeichen,https://www.srf.ch/news/schweiz/luzerner-kapellbruecke-neuer-halt-fuer-altes-wahrzeichen,sub
Weitere Sport-News des Tages,Küttel wechselt von den Kadetten zu Kriens-Luzern,2022-01-17 12:53:00+00:00,… wechselt zum NLA-Konkurrenten Kriens-Luzern. Küttel bestritt im Schaffhauser Rückraum bis …,https://www.srf.ch/sport/mehr-sport/weitere-sport-news-des-tages-kuettel-wechselt-von-den-kadetten-zu-kriens-luzern,https://www.srf.ch/sport/mehr-sport/weitere-sport-news-des-tages-kuettel-wechselt-von-den-kadetten-zu-kriens-luzern,sub
News aus der Super League,"Auch FCSG, Luzern, Lausanne und GC bleiben daheim",2022-01-06 14:36:00+00:00,"… Provinz Alicante. Selbiges gilt für den FC Luzern, der nicht nach Marbella fliegt, sowie die …",https://www.srf.ch/sport/fussball/super-league/news-aus-der-super-league-auch-fcsg-luzern-lausanne-und-gc-bleiben-daheim,https://www.srf.ch/sport/fussball/super-league/news-aus-der-super-league-auch-fcsg-luzern-lausanne-und-gc-bleiben-daheim,sub
Reorganisation ,Luzern will das Netz der Polizeiposten halbieren,2022-01-03 13:12:00+00:00,"Ziel ist es, dass es in jeder Region des Kantons Luzern nur noch einen Haupt … so Winiker, wären insbesondere im Hinterland des Kantons Luzern deutlich mehr Patrouillen möglich als heute.",https://www.srf.ch/news/schweiz/reorganisation-luzern-will-das-netz-der-polizeiposten-halbieren,https://www.srf.ch/news/schweiz/reorganisation-luzern-will-das-netz-der-polizeiposten-halbieren,sub
Engpässe auf Intensivstationen,Luzerner Spitäler rechnen schon im Januar mit Triage-Fällen,2021-12-28 11:40:00+00:00,Die Spital-Verantwortlichen im Kanton Luzern rechnen schon bald mit Engpässen auf den Intensiv … station keine Plätze mehr gibt?&nbsp;Der Kanton Luzern hat heute als erste Region der Schweiz …,https://www.srf.ch/news/schweiz/engpaesse-auf-intensivstationen-luzerner-spitaeler-rechnen-schon-im-januar-mit-triage-faellen,https://www.srf.ch/news/schweiz/engpaesse-auf-intensivstationen-luzerner-spitaeler-rechnen-schon-im-januar-mit-triage-faellen,sub
Nachfolger von Celestini,Frick verlässt Vaduz und übernimmt Trainerposten in Luzern,2021-12-21 15:22:00+00:00,Der neue Trainer des FC Luzern heisst Mario Frick. Der Liechtensteiner folgt bei den Inner … Mario Frick ist wie erwartet der neue Trainer des FC Luzern. Der bis anhin beim …,https://www.srf.ch/sport/fussball/super-league/nachfolger-von-celestini-frick-verlaesst-vaduz-und-uebernimmt-trainerposten-in-luzern,https://www.srf.ch/sport/fussball/super-league/nachfolger-von-celestini-frick-verlaesst-vaduz-und-uebernimmt-trainerposten-in-luzern,sub
Täter sind flüchtig,Bankomaten-Sprengung legte Bahnhof Luzern lahm,2021-12-21 06:48:00+00:00,Die Sprengung eines Bankomaten hat am frühen Dienstagmorgen den Bahnhof Luzern lahmgelegt. Die …,https://www.srf.ch/news/schweiz/taeter-sind-fluechtig-bankomaten-sprengung-legte-bahnhof-luzern-lahm,https://www.srf.ch/news/schweiz/taeter-sind-fluechtig-bankomaten-sprengung-legte-bahnhof-luzern-lahm,sub
0:2-Niederlage gegen Servette,Harmloses Luzern überwintert auf dem Abstiegsplatz,2021-12-18 22:25:00+00:00,Der FC Luzern verabschiedet sich mit einer 0:2-Heimniederlage gegen Servette in … Mit einem guten Gefühl wollte sich Luzern aus einer miserablen Vorrunde verabschieden. Dieses Ziel haben …,https://www.srf.ch/sport/fussball/super-league/0-2-niederlage-gegen-servette-harmloses-luzern-ueberwintert-auf-dem-abstiegsplatz,https://www.srf.ch/sport/fussball/super-league/0-2-niederlage-gegen-servette-harmloses-luzern-ueberwintert-auf-dem-abstiegsplatz,sub
Vor Heimspiel gegen Servette,Kriselndes Luzern will «noch einen raushauen»,2021-12-18 08:26:00+00:00,… Schürpf treffend die (bisherige) Vorrunde des FC Luzern. Die Innerschweizer stecken im Tabellenkeller … Das Spiel der 18. SL-Runde zwischen Luzern und Servette zeigen wir am Samstag …,https://www.srf.ch/sport/fussball/super-league/vor-heimspiel-gegen-servette-kriselndes-luzern-will-noch-einen-raushauen,https://www.srf.ch/sport/fussball/super-league/vor-heimspiel-gegen-servette-kriselndes-luzern-will-noch-einen-raushauen,sub
Gleiche Toilette für alle,Stadt Luzern macht sich stark für Unisex-Toiletten an Schulen,2021-12-17 13:29:00+00:00,"An den Schulen der Stadt Luzern soll es künftig Unisex-Toiletten und - … haben Unisex-Toiletten, die Hochschule Luzern und auch das Hallenbad auf der Allmend.»",https://www.srf.ch/news/schweiz/gleiche-toilette-fuer-alle-stadt-luzern-macht-sich-stark-fuer-unisex-toiletten-an-schulen,https://www.srf.ch/news/schweiz/gleiche-toilette-fuer-alle-stadt-luzern-macht-sich-stark-fuer-unisex-toiletten-an-schulen,sub
News aus der Super League,Luzern löst Vertrag mit Badstuber auf,2021-12-16 18:39:00+00:00,Der FC Luzern und Verteidiger Holger Badstuber gehen getrennte Wege. Die Innerschweizer haben den …,https://www.srf.ch/sport/fussball/super-league/news-aus-der-super-league-luzern-loest-vertrag-mit-badstuber-auf,https://www.srf.ch/sport/fussball/super-league/news-aus-der-super-league-luzern-loest-vertrag-mit-badstuber-auf,sub
Luzerner Gerichte,Wechselnde Coronamassnahmen fordern Gerichte heraus,2021-12-14 19:57:00+00:00,Maskenpflicht im öffentlichen Verkehr oder im Einkaufszentrum verweigert. Bei der Luzerner Staatsanwaltschaft gin … die die Beurteilung aufwändig machen. Im Kanton Luzern sind 2021 bis Ende November 60 Fälle …,https://www.srf.ch/news/schweiz/luzerner-gerichte-wechselnde-coronamassnahmen-fordern-gerichte-heraus,https://www.srf.ch/news/schweiz/luzerner-gerichte-wechselnde-coronamassnahmen-fordern-gerichte-heraus,sub
Bob Ross in Luzern,Die entspannte TV-Malerei von Bob Ross schafft es ins Museum,2021-12-06 17:08:00+00:00,In einer Luzerner Privatwohnung werden Bilder des US-Fernsehmalers Bob Ross gezeigt. Annäherung an ein Phänomen.,https://www.srf.ch/kultur/kunst/bob-ross-in-luzern-die-entspannte-tv-malerei-von-bob-ross-schafft-es-ins-museum,https://www.srf.ch/kultur/kunst/bob-ross-in-luzern-die-entspannte-tv-malerei-von-bob-ross-schafft-es-ins-museum,sub
